Year	Month	Day	ARROW_obs
1949	6	4	96776
1949	6	5	115801
1949	6	6	127091
1949	6	7	127230
1949	6	8	116256
1949	6	9	107611
1949	6	10	110008
1949	6	11	100913
1949	6	12	88035
1949	6	13	82818
1949	6	14	75049
1949	6	15	70962
1949	6	16	67320
1949	6	17	59342
1949	6	18	56776
1949	6	19	56730
1949	6	20	60478
1949	6	21	63309
1949	6	22	62134
1949	6	23	62712
1949	6	24	66920
1949	6	25	69117
1949	6	26	65167
1949	6	27	61710
1949	6	28	65173
1949	6	29	64968
1949	6	30	54930
1949	7	1	51626
1949	7	2	49454
1949	7	3	45573
1949	7	4	46906
1949	7	5	54480
1949	7	6	60378
1949	7	7	59201
1949	7	8	57764
1949	7	9	58621
1949	7	10	67087
1949	7	11	73358
1949	7	12	79363
1949	7	13	81238
1949	7	14	86742
1949	7	15	93935
1949	7	16	104776
1949	7	17	92312
1949	7	18	73412
1949	7	19	72272
1949	7	20	69219
1949	7	21	66220
1949	7	22	69266
1949	7	23	67326
1949	7	24	73555
1949	7	25	72781
1949	7	26	74077
1949	7	27	64308
1949	7	28	61696
1949	7	29	58782
1949	7	30	60031
1949	7	31	64384
1949	8	1	69922
1949	8	2	73269
1949	8	3	76068
1949	8	4	74777
1949	8	5	73156
1949	8	6	66013
1949	8	7	71485
1949	8	8	66745
1949	8	9	59153
1949	8	10	56101
1949	8	11	58437
1949	8	12	65387
1949	8	13	61592
1949	8	14	49869
1949	8	15	44636
1949	8	16	44712
1949	8	17	44706
1949	8	18	44468
1949	8	19	46384
1949	8	20	51651
1949	8	21	53804
1949	8	22	54032
1949	8	23	52114
1949	8	24	43719
1949	8	25	43599
1949	8	26	42559
1949	8	27	41471
1949	8	28	42517
1949	8	29	43097
1949	8	30	42870
1949	8	31	45005
1949	9	1	47128
1949	9	2	43430
1949	9	3	42122
1949	9	4	40799
1949	9	5	39594
1949	9	6	38300
1949	9	7	38025
1949	9	8	38440
1949	9	9	40012
1949	9	10	38524
1949	9	11	34072
1949	9	12	29191
1949	9	13	26876
1949	9	14	26594
1949	9	15	23698
1949	9	16	25548
1949	9	17	26783
1949	9	18	24026
1949	9	19	26290
1949	9	20	24980
1949	9	21	22437
1949	9	22	20814
1949	9	23	21333
1949	9	24	23369
1949	9	25	21661
1949	9	26	21545
1949	9	27	20184
1949	9	28	19753
1949	9	29	22914
1949	9	30	24175
1949	10	1	21038
1949	10	2	20521
1949	10	3	18231
1949	10	4	17839
1949	10	5	19250
1949	10	6	15209
1949	10	7	17371
1949	10	8	17370
1949	10	9	17536
1949	10	10	14827
1949	10	11	15460
1949	10	12	16240
1949	10	13	14571
1949	10	14	15576
1949	10	15	14479
1949	10	16	15254
1949	10	17	15715
1949	10	18	12301
1949	10	19	12475
1949	10	20	10704
1949	10	21	12238
1949	10	22	12159
1949	10	23	13003
1949	10	24	11638
1949	10	25	12772
1949	10	26	13029
1949	10	27	16139
1949	10	28	17672
1949	10	29	15423
1949	10	30	14975
1949	10	31	14403
1949	11	1	13773
1949	11	2	14313
1949	11	3	14137
1949	11	4	12889
1949	11	5	12812
1949	11	6	13590
1949	11	7	12996
1949	11	8	13836
1949	11	9	14269
1949	11	10	14576
1949	11	11	13472
1949	11	12	13884
1949	11	13	12123
1949	11	14	13568
1949	11	15	13528
1949	11	16	13480
1949	11	17	10110
1949	11	18	13380
1949	11	19	13923
1949	11	20	14692
1949	11	21	12031
1949	11	22	13524
1949	11	23	13066
1949	11	24	15004
1949	11	25	13896
1949	11	26	18805
1949	11	27	20353
1949	11	28	17911
1949	11	29	18362
1949	11	30	17653
1949	12	1	18285
1949	12	2	18520
1949	12	3	19207
1949	12	4	16798
1949	12	5	15242
1949	12	6	14919
1949	12	7	13998
1949	12	8	13511
1949	12	9	11048
1949	12	10	10678
1949	12	11	10923
1949	12	12	9877
1949	12	13	9802
1949	12	14	11796
1949	12	15	9419
1949	12	16	11104
1949	12	17	9595
1949	12	18	8419
1949	12	19	6623
1949	12	20	8320
1949	12	21	10361
1949	12	22	9150
1949	12	23	9147
1949	12	24	10002
1949	12	25	9778
1949	12	26	10817
1949	12	27	10398
1949	12	28	8275
1949	12	29	8535
1949	12	30	8428
1949	12	31	5999
1950	1	1	5742
1950	1	2	5937
1950	1	3	6296
1950	1	4	7054
1950	1	5	4111
1950	1	6	7725
1950	1	7	8297
1950	1	8	7777
1950	1	9	8166
1950	1	10	8528
1950	1	11	8566
1950	1	12	8883
1950	1	13	8524
1950	1	14	7992
1950	1	15	7610
1950	1	16	7442
1950	1	17	7177
1950	1	18	7026
1950	1	19	6629
1950	1	20	5858
1950	1	21	5651
1950	1	22	5408
1950	1	23	5361
1950	1	24	6389
1950	1	25	7089
1950	1	26	7072
1950	1	27	5760
1950	1	28	6013
1950	1	29	5754
1950	1	30	5985
1950	1	31	6021
1950	2	1	5845
1950	2	2	5751
1950	2	3	5783
1950	2	4	5679
1950	2	5	5888
1950	2	6	6062
1950	2	7	5675
1950	2	8	5674
1950	2	9	6177
1950	2	10	6401
1950	2	11	6610
1950	2	12	5782
1950	2	13	5937
1950	2	14	6750
1950	2	15	6642
1950	2	16	6284
1950	2	17	6864
1950	2	18	6225
1950	2	19	6475
1950	2	20	6257
1950	2	21	7117
1950	2	22	7721
1950	2	23	7644
1950	2	24	6205
1950	2	25	8383
1950	2	26	8729
1950	2	27	6900
1950	2	28	5791
1950	3	1	5605
1950	3	2	6481
1950	3	3	7261
1950	3	4	8231
1950	3	5	7647
1950	3	6	6085
1950	3	7	8703
1950	3	8	8171
1950	3	9	6982
1950	3	10	7870
1950	3	11	7895
1950	3	12	7170
1950	3	13	6612
1950	3	14	7139
1950	3	15	7457
1950	3	16	8381
1950	3	17	6646
1950	3	18	7927
1950	3	19	8119
1950	3	20	6834
1950	3	21	8021
1950	3	22	7890
1950	3	23	8150
1950	3	24	7793
1950	3	25	8877
1950	3	26	8176
1950	3	27	8344
1950	3	28	7668
1950	3	29	7741
1950	3	30	8033
1950	3	31	9539
1950	4	1	8378
1950	4	2	7936
1950	4	3	7455
1950	4	4	8505
1950	4	5	8427
1950	4	6	8526
1950	4	7	9054
1950	4	8	9334
1950	4	9	10167
1950	4	10	9354
1950	4	11	10316
1950	4	12	14161
1950	4	13	15221
1950	4	14	17144
1950	4	15	17699
1950	4	16	17230
1950	4	17	14753
1950	4	18	14344
1950	4	19	14798
1950	4	20	15932
1950	4	21	16751
1950	4	22	16301
1950	4	23	16475
1950	4	24	16810
1950	4	25	17262
1950	4	26	16225
1950	4	27	17166
1950	4	28	17337
1950	4	29	18235
1950	4	30	17937
1950	5	1	20425
1950	5	2	21459
1950	5	3	22968
1950	5	4	23818
1950	5	5	24861
1950	5	6	24648
1950	5	7	24964
1950	5	8	26414
1950	5	9	42032
1950	5	10	43536
1950	5	11	48248
1950	5	12	52517
1950	5	13	58935
1950	5	14	60531
1950	5	15	76097
1950	5	16	69039
1950	5	17	63567
1950	5	18	62293
1950	5	19	51401
1950	5	20	51352
1950	5	21	53759
1950	5	22	57101
1950	5	23	54937
1950	5	24	53250
1950	5	25	53283
1950	5	26	52704
1950	5	27	71116
1950	5	28	72719
1950	5	29	66031
1950	5	30	61899
1950	5	31	58853
1950	6	1	59704
1950	6	2	65367
1950	6	3	72834
1950	6	4	86570
1950	6	5	92038
1950	6	6	83761
1950	6	7	81786
1950	6	8	79594
1950	6	9	81664
1950	6	10	96129
1950	6	11	115355
1950	6	12	142460
1950	6	13	163285
1950	6	14	177854
1950	6	15	184501
1950	6	16	192492
1950	6	17	195404
1950	6	18	194987
1950	6	19	211073
1950	6	20	208363
1950	6	21	209627
1950	6	22	202757
1950	6	23	178532
1950	6	24	156212
1950	6	25	143471
1950	6	26	136296
1950	6	27	139474
1950	6	28	143818
1950	6	29	156069
1950	6	30	167108
1950	7	1	170162
1950	7	2	164310
1950	7	3	161327
1950	7	4	160730
1950	7	5	166392
1950	7	6	169849
1950	7	7	164501
1950	7	8	156435
1950	7	9	156489
1950	7	10	150847
1950	7	11	136229
1950	7	12	123434
1950	7	13	119393
1950	7	14	132126
1950	7	15	122302
1950	7	16	115163
1950	7	17	109726
1950	7	18	107805
1950	7	19	115562
1950	7	20	113693
1950	7	21	102950
1950	7	22	102184
1950	7	23	106349
1950	7	24	107697
1950	7	25	112503
1950	7	26	110238
1950	7	27	110997
1950	7	28	103986
1950	7	29	96867
1950	7	30	88001
1950	7	31	80283
1950	8	1	80349
1950	8	2	84052
1950	8	3	78787
1950	8	4	69859
1950	8	5	65754
1950	8	6	61675
1950	8	7	72162
1950	8	8	62046
1950	8	9	59768
1950	8	10	60094
1950	8	11	65603
1950	8	12	62057
1950	8	13	64868
1950	8	14	63506
1950	8	15	71472
1950	8	16	70224
1950	8	17	65691
1950	8	18	64897
1950	8	19	67173
1950	8	20	58748
1950	8	21	60874
1950	8	22	69388
1950	8	23	71113
1950	8	24	72398
1950	8	25	69445
1950	8	26	63466
1950	8	27	63782
1950	8	28	62326
1950	8	29	57415
1950	8	30	53466
1950	8	31	49935
1950	9	1	51527
1950	9	2	58391
1950	9	3	60343
1950	9	4	57714
1950	9	5	54192
1950	9	6	47699
1950	9	7	41965
1950	9	8	40162
1950	9	9	36252
1950	9	10	35984
1950	9	11	37400
1950	9	12	35653
1950	9	13	35298
1950	9	14	32916
1950	9	15	34199
1950	9	16	32052
1950	9	17	32037
1950	9	18	30614
1950	9	19	30213
1950	9	20	33961
1950	9	21	33148
1950	9	22	34241
1950	9	23	35306
1950	9	24	36709
1950	9	25	41642
1950	9	26	34579
1950	9	27	28425
1950	9	28	25315
1950	9	29	22887
1950	9	30	20119
1950	10	1	23197
1950	10	2	17989
1950	10	3	15828
1950	10	4	16625
1950	10	5	16799
1950	10	6	16622
1950	10	7	14790
1950	10	8	25782
1950	10	9	31658
1950	10	10	28371
1950	10	11	24845
1950	10	12	22647
1950	10	13	21994
1950	10	14	22249
1950	10	15	24054
1950	10	16	18794
1950	10	17	18480
1950	10	18	19765
1950	10	19	19638
1950	10	20	20184
1950	10	21	17035
1950	10	22	18337
1950	10	23	18313
1950	10	24	18471
1950	10	25	20792
1950	10	26	21696
1950	10	27	22282
1950	10	28	21884
1950	10	29	20232
1950	10	30	20739
1950	10	31	17754
1950	11	1	18857
1950	11	2	20152
1950	11	3	18975
1950	11	4	19898
1950	11	5	21192
1950	11	6	22500
1950	11	7	18971
1950	11	8	16286
1950	11	9	16059
1950	11	10	15632
1950	11	11	15125
1950	11	12	14446
1950	11	13	13251
1950	11	14	13564
1950	11	15	12261
1950	11	16	15172
1950	11	17	15172
1950	11	18	14710
1950	11	19	12328
1950	11	20	12964
1950	11	21	11730
1950	11	22	10512
1950	11	23	11620
1950	11	24	11628
1950	11	25	12071
1950	11	26	13899
1950	11	27	14847
1950	11	28	15692
1950	11	29	13071
1950	11	30	11769
1950	12	1	13259
1950	12	2	12756
1950	12	3	10824
1950	12	4	8279
1950	12	5	9944
1950	12	6	13619
1950	12	7	11541
1950	12	8	9687
1950	12	9	10613
1950	12	10	10857
1950	12	11	12125
1950	12	12	11326
1950	12	13	11434
1950	12	14	10483
1950	12	15	11853
1950	12	16	12477
1950	12	17	12308
1950	12	18	11348
1950	12	19	11521
1950	12	20	11359
1950	12	21	11891
1950	12	22	12717
1950	12	23	14408
1950	12	24	18141
1950	12	25	18255
1950	12	26	14550
1950	12	27	17435
1950	12	28	15645
1950	12	29	18259
1950	12	30	15104
1950	12	31	14934
1951	1	1	13227
1951	1	2	12921
1951	1	3	12792
1951	1	4	11548
1951	1	5	9005
1951	1	6	9808
1951	1	7	10245
1951	1	8	10493
1951	1	9	8908
1951	1	10	9704
1951	1	11	9092
1951	1	12	9995
1951	1	13	11104
1951	1	14	10259
1951	1	15	10652
1951	1	16	9715
1951	1	17	10502
1951	1	18	7418
1951	1	19	8600
1951	1	20	7459
1951	1	21	9453
1951	1	22	9075
1951	1	23	7856
1951	1	24	8263
1951	1	25	9095
1951	1	26	8653
1951	1	27	7596
1951	1	28	7532
1951	1	29	8191
1951	1	30	7407
1951	1	31	7430
1951	2	1	7158
1951	2	2	6469
1951	2	3	6709
1951	2	4	7329
1951	2	5	6152
1951	2	6	8426
1951	2	7	8291
1951	2	8	8241
1951	2	9	8552
1951	2	10	8562
1951	2	11	11050
1951	2	12	11528
1951	2	13	11058
1951	2	14	9830
1951	2	15	9048
1951	2	16	10251
1951	2	17	8659
1951	2	18	9429
1951	2	19	8307
1951	2	20	7718
1951	2	21	9028
1951	2	22	8825
1951	2	23	9806
1951	2	24	9353
1951	2	25	9551
1951	2	26	8719
1951	2	27	6626
1951	2	28	7932
1951	3	1	7062
1951	3	2	6530
1951	3	3	8251
1951	3	4	6284
1951	3	5	7678
1951	3	6	5688
1951	3	7	7310
1951	3	8	6757
1951	3	9	6179
1951	3	10	5456
1951	3	11	6025
1951	3	12	8165
1951	3	13	6928
1951	3	14	7030
1951	3	15	6905
1951	3	16	5383
1951	3	17	4881
1951	3	18	6073
1951	3	19	7005
1951	3	20	6139
1951	3	21	7051
1951	3	22	7554
1951	3	23	7334
1951	3	24	6446
1951	3	25	7382
1951	3	26	6499
1951	3	27	11162
1951	3	28	7906
1951	3	29	7759
1951	3	30	8262
1951	3	31	8339
1951	4	1	8717
1951	4	2	10349
1951	4	3	12524
1951	4	4	14888
1951	4	5	15090
1951	4	6	16169
1951	4	7	17111
1951	4	8	16667
1951	4	9	13956
1951	4	10	18099
1951	4	11	16014
1951	4	12	17100
1951	4	13	21338
1951	4	14	24490
1951	4	15	25297
1951	4	16	23989
1951	4	17	27649
1951	4	18	24825
1951	4	19	27096
1951	4	20	22056
1951	4	21	21210
1951	4	22	20216
1951	4	23	19773
1951	4	24	19705
1951	4	25	21968
1951	4	26	25496
1951	4	27	25137
1951	4	28	27744
1951	4	29	31588
1951	4	30	32210
1951	5	1	36616
1951	5	2	35624
1951	5	3	36232
1951	5	4	39018
1951	5	5	52388
1951	5	6	59868
1951	5	7	81640
1951	5	8	90685
1951	5	9	96562
1951	5	10	103624
1951	5	11	111129
1951	5	12	118554
1951	5	13	104732
1951	5	14	97855
1951	5	15	95783
1951	5	16	100277
1951	5	17	109918
1951	5	18	114464
1951	5	19	96102
1951	5	20	92315
1951	5	21	93807
1951	5	22	110837
1951	5	23	130002
1951	5	24	134361
1951	5	25	114954
1951	5	26	96709
1951	5	27	94174
1951	5	28	85744
1951	5	29	76102
1951	5	30	69588
1951	5	31	65606
1951	6	1	62382
1951	6	2	66018
1951	6	3	70261
1951	6	4	66442
1951	6	5	71372
1951	6	6	66816
1951	6	7	61619
1951	6	8	66310
1951	6	9	77627
1951	6	10	85101
1951	6	11	94498
1951	6	12	109875
1951	6	13	119367
1951	6	14	133589
1951	6	15	147400
1951	6	16	138786
1951	6	17	124547
1951	6	18	113623
1951	6	19	105663
1951	6	20	101091
1951	6	21	96626
1951	6	22	96156
1951	6	23	107807
1951	6	24	114478
1951	6	25	106745
1951	6	26	96698
1951	6	27	93546
1951	6	28	90023
1951	6	29	89255
1951	6	30	94353
1951	7	1	102798
1951	7	2	112590
1951	7	3	121026
1951	7	4	127290
1951	7	5	130181
1951	7	6	131361
1951	7	7	128700
1951	7	8	123656
1951	7	9	123998
1951	7	10	116436
1951	7	11	112470
1951	7	12	122780
1951	7	13	126657
1951	7	14	126507
1951	7	15	127187
1951	7	16	125665
1951	7	17	124824
1951	7	18	119745
1951	7	19	122382
1951	7	20	110980
1951	7	21	99917
1951	7	22	94410
1951	7	23	91905
1951	7	24	95924
1951	7	25	93994
1951	7	26	90114
1951	7	27	92295
1951	7	28	88452
1951	7	29	85857
1951	7	30	83844
1951	7	31	78913
1951	8	1	76161
1951	8	2	74077
1951	8	3	71947
1951	8	4	73602
1951	8	5	69342
1951	8	6	65356
1951	8	7	60928
1951	8	8	57289
1951	8	9	62071
1951	8	10	56001
1951	8	11	53322
1951	8	12	60183
1951	8	13	60897
1951	8	14	60804
1951	8	15	57884
1951	8	16	58402
1951	8	17	55026
1951	8	18	54007
1951	8	19	53339
1951	8	20	50664
1951	8	21	47510
1951	8	22	51897
1951	8	23	48853
1951	8	24	39533
1951	8	25	33989
1951	8	26	36676
1951	8	27	35816
1951	8	28	32362
1951	8	29	31598
1951	8	30	28014
1951	8	31	28294
1951	9	1	32009
1951	9	2	30848
1951	9	3	29076
1951	9	4	29915
1951	9	5	32731
1951	9	6	31514
1951	9	7	34563
1951	9	8	37143
1951	9	9	34666
1951	9	10	32885
1951	9	11	29276
1951	9	12	25742
1951	9	13	24972
1951	9	14	26355
1951	9	15	26477
1951	9	16	28249
1951	9	17	28989
1951	9	18	30301
1951	9	19	27351
1951	9	20	24360
1951	9	21	21426
1951	9	22	22786
1951	9	23	22803
1951	9	24	22017
1951	9	25	21611
1951	9	26	18545
1951	9	27	17742
1951	9	28	19248
1951	9	29	23174
1951	9	30	25596
1951	10	1	29961
1951	10	2	28438
1951	10	3	25947
1951	10	4	30811
1951	10	5	27235
1951	10	6	23640
1951	10	7	22415
1951	10	8	20211
1951	10	9	19935
1951	10	10	21938
1951	10	11	21520
1951	10	12	23790
1951	10	13	25879
1951	10	14	26772
1951	10	15	25334
1951	10	16	21515
1951	10	17	19789
1951	10	18	20810
1951	10	19	19033
1951	10	20	19654
1951	10	21	19325
1951	10	22	19129
1951	10	23	16717
1951	10	24	17421
1951	10	25	14923
1951	10	26	15889
1951	10	27	15588
1951	10	28	15720
1951	10	29	15013
1951	10	30	12721
1951	10	31	14794
1951	11	1	12934
1951	11	2	12011
1951	11	3	13573
1951	11	4	11222
1951	11	5	12486
1951	11	6	11750
1951	11	7	12700
1951	11	8	11362
1951	11	9	12760
1951	11	10	12187
1951	11	11	11260
1951	11	12	12738
1951	11	13	12276
1951	11	14	11748
1951	11	15	10671
1951	11	16	10560
1951	11	17	10360
1951	11	18	8532
1951	11	19	9772
1951	11	20	9238
1951	11	21	8784
1951	11	22	9969
1951	11	23	8202
1951	11	24	9267
1951	11	25	9742
1951	11	26	9591
1951	11	27	10519
1951	11	28	11256
1951	11	29	12420
1951	11	30	11789
1951	12	1	11194
1951	12	2	13065
1951	12	3	12209
1951	12	4	10007
1951	12	5	10949
1951	12	6	8822
1951	12	7	9744
1951	12	8	8505
1951	12	9	7933
1951	12	10	9340
1951	12	11	7735
1951	12	12	9631
1951	12	13	7560
1951	12	14	7184
1951	12	15	7762
1951	12	16	7905
1951	12	17	9185
1951	12	18	7110
1951	12	19	5770
1951	12	20	5746
1951	12	21	6669
1951	12	22	6836
1951	12	23	7102
1951	12	24	8038
1951	12	25	4595
1951	12	26	6436
1951	12	27	5503
1951	12	28	7005
1951	12	29	6495
1951	12	30	6463
1951	12	31	5471
1952	1	1	4631
1952	1	2	5571
1952	1	3	6873
1952	1	4	6835
1952	1	5	7687
1952	1	6	7147
1952	1	7	7982
1952	1	8	7431
1952	1	9	7959
1952	1	10	6366
1952	1	11	7220
1952	1	12	6572
1952	1	13	7113
1952	1	14	6536
1952	1	15	5703
1952	1	16	6667
1952	1	17	7122
1952	1	18	7178
1952	1	19	7382
1952	1	20	7547
1952	1	21	6114
1952	1	22	5118
1952	1	23	6793
1952	1	24	6579
1952	1	25	6557
1952	1	26	6721
1952	1	27	6564
1952	1	28	6488
1952	1	29	7384
1952	1	30	8763
1952	1	31	8343
1952	2	1	8770
1952	2	2	8173
1952	2	3	7697
1952	2	4	8194
1952	2	5	7592
1952	2	6	8293
1952	2	7	7333
1952	2	8	7347
1952	2	9	7122
1952	2	10	7083
1952	2	11	6853
1952	2	12	6362
1952	2	13	6561
1952	2	14	6183
1952	2	15	6085
1952	2	16	6209
1952	2	17	6731
1952	2	18	6617
1952	2	19	6414
1952	2	20	6044
1952	2	21	5822
1952	2	22	5851
1952	2	23	7187
1952	2	24	6012
1952	2	25	6819
1952	2	26	6124
1952	2	27	5974
1952	2	28	5321
1952	2	29	5079
1952	3	1	5636
1952	3	2	6011
1952	3	3	5272
1952	3	4	5411
1952	3	5	5631
1952	3	6	5610
1952	3	7	5806
1952	3	8	5907
1952	3	9	6483
1952	3	10	6847
1952	3	11	5489
1952	3	12	6576
1952	3	13	6116
1952	3	14	5568
1952	3	15	5915
1952	3	16	6018
1952	3	17	6842
1952	3	18	7291
1952	3	19	5626
1952	3	20	5636
1952	3	21	6212
1952	3	22	5505
1952	3	23	6536
1952	3	24	6803
1952	3	25	6717
1952	3	26	6776
1952	3	27	6842
1952	3	28	9541
1952	3	29	9012
1952	3	30	7540
1952	3	31	9097
1952	4	1	8283
1952	4	2	8549
1952	4	3	9058
1952	4	4	7146
1952	4	5	7187
1952	4	6	9774
1952	4	7	11043
1952	4	8	10771
1952	4	9	10987
1952	4	10	10572
1952	4	11	10286
1952	4	12	11106
1952	4	13	12414
1952	4	14	15683
1952	4	15	16282
1952	4	16	21778
1952	4	17	22282
1952	4	18	28188
1952	4	19	37446
1952	4	20	35673
1952	4	21	33647
1952	4	22	30730
1952	4	23	30950
1952	4	24	34208
1952	4	25	43681
1952	4	26	60585
1952	4	27	73094
1952	4	28	63776
1952	4	29	52258
1952	4	30	47795
1952	5	1	45081
1952	5	2	40701
1952	5	3	37793
1952	5	4	35171
1952	5	5	31776
1952	5	6	31342
1952	5	7	29930
1952	5	8	30239
1952	5	9	35620
1952	5	10	44047
1952	5	11	56583
1952	5	12	65801
1952	5	13	69420
1952	5	14	76730
1952	5	15	88226
1952	5	16	98149
1952	5	17	107882
1952	5	18	114439
1952	5	19	122821
1952	5	20	130209
1952	5	21	121647
1952	5	22	113949
1952	5	23	114456
1952	5	24	114200
1952	5	25	115664
1952	5	26	119629
1952	5	27	109959
1952	5	28	115666
1952	5	29	120577
1952	5	30	109634
1952	5	31	95425
1952	6	1	91761
1952	6	2	90311
1952	6	3	103991
1952	6	4	126055
1952	6	5	142525
1952	6	6	129951
1952	6	7	125416
1952	6	8	113957
1952	6	9	110682
1952	6	10	112983
1952	6	11	118560
1952	6	12	119113
1952	6	13	113836
1952	6	14	98057
1952	6	15	87284
1952	6	16	84161
1952	6	17	79903
1952	6	18	75990
1952	6	19	76649
1952	6	20	82950
1952	6	21	91774
1952	6	22	99496
1952	6	23	94175
1952	6	24	101132
1952	6	25	106722
1952	6	26	110901
1952	6	27	114585
1952	6	28	120111
1952	6	29	128329
1952	6	30	139828
1952	7	1	132861
1952	7	2	114957
1952	7	3	109736
1952	7	4	116059
1952	7	5	117984
1952	7	6	101000
1952	7	7	92274
1952	7	8	94851
1952	7	9	108634
1952	7	10	113057
1952	7	11	108763
1952	7	12	101031
1952	7	13	99421
1952	7	14	97440
1952	7	15	99988
1952	7	16	92652
1952	7	17	88387
1952	7	18	82810
1952	7	19	83654
1952	7	20	87751
1952	7	21	80018
1952	7	22	67188
1952	7	23	67418
1952	7	24	68903
1952	7	25	71851
1952	7	26	76080
1952	7	27	72962
1952	7	28	73226
1952	7	29	74117
1952	7	30	76971
1952	7	31	81288
1952	8	1	78710
1952	8	2	73995
1952	8	3	70998
1952	8	4	72294
1952	8	5	76601
1952	8	6	78773
1952	8	7	77817
1952	8	8	74104
1952	8	9	74428
1952	8	10	73104
1952	8	11	71667
1952	8	12	67131
1952	8	13	71947
1952	8	14	70849
1952	8	15	66515
1952	8	16	59887
1952	8	17	54242
1952	8	18	52480
1952	8	19	51461
1952	8	20	47658
1952	8	21	45456
1952	8	22	49362
1952	8	23	53784
1952	8	24	44608
1952	8	25	42752
1952	8	26	39010
1952	8	27	39029
1952	8	28	35333
1952	8	29	39183
1952	8	30	38388
1952	8	31	30009
1952	9	1	33164
1952	9	2	33347
1952	9	3	33270
1952	9	4	31602
1952	9	5	30045
1952	9	6	28224
1952	9	7	30284
1952	9	8	26884
1952	9	9	25613
1952	9	10	23995
1952	9	11	24244
1952	9	12	26036
1952	9	13	25364
1952	9	14	22074
1952	9	15	21514
1952	9	16	23039
1952	9	17	22832
1952	9	18	23852
1952	9	19	31107
1952	9	20	29734
1952	9	21	27380
1952	9	22	29523
1952	9	23	30260
1952	9	24	29906
1952	9	25	32040
1952	9	26	34171
1952	9	27	33634
1952	9	28	32835
1952	9	29	33322
1952	9	30	39363
1952	10	1	36742
1952	10	2	35200
1952	10	3	27601
1952	10	4	25099
1952	10	5	24010
1952	10	6	22396
1952	10	7	22286
1952	10	8	22615
1952	10	9	19980
1952	10	10	20568
1952	10	11	21126
1952	10	12	16887
1952	10	13	16377
1952	10	14	16330
1952	10	15	14077
1952	10	16	14657
1952	10	17	14305
1952	10	18	13406
1952	10	19	12653
1952	10	20	13850
1952	10	21	13313
1952	10	22	11982
1952	10	23	12984
1952	10	24	14049
1952	10	25	12682
1952	10	26	13289
1952	10	27	10722
1952	10	28	10349
1952	10	29	10599
1952	10	30	14267
1952	10	31	12565
1952	11	1	11675
1952	11	2	10464
1952	11	3	10797
1952	11	4	10727
1952	11	5	11712
1952	11	6	9561
1952	11	7	9382
1952	11	8	7981
1952	11	9	8888
1952	11	10	9131
1952	11	11	10481
1952	11	12	9735
1952	11	13	10042
1952	11	14	9003
1952	11	15	9379
1952	11	16	8072
1952	11	17	10050
1952	11	18	8951
1952	11	19	8911
1952	11	20	7909
1952	11	21	9362
1952	11	22	7752
1952	11	23	6949
1952	11	24	6732
1952	11	25	6694
1952	11	26	6291
1952	11	27	6593
1952	11	28	5803
1952	11	29	5305
1952	11	30	6511
1952	12	1	7424
1952	12	2	7015
1952	12	3	8499
1952	12	4	8413
1952	12	5	8737
1952	12	6	8396
1952	12	7	8098
1952	12	8	7062
1952	12	9	7277
1952	12	10	7011
1952	12	11	9323
1952	12	12	7622
1952	12	13	7461
1952	12	14	6928
1952	12	15	7441
1952	12	16	8145
1952	12	17	7513
1952	12	18	6431
1952	12	19	6771
1952	12	20	6798
1952	12	21	7224
1952	12	22	6871
1952	12	23	5155
1952	12	24	5871
1952	12	25	6571
1952	12	26	6226
1952	12	27	5670
1952	12	28	7219
1952	12	29	7117
1952	12	30	7384
1952	12	31	6832
1953	1	1	7485
1953	1	2	7799
1953	1	3	8289
1953	1	4	7254
1953	1	5	4771
1953	1	6	6175
1953	1	7	3974
1953	1	8	6694
1953	1	9	6188
1953	1	10	7818
1953	1	11	7599
1953	1	12	8950
1953	1	13	6695
1953	1	14	6381
1953	1	15	6610
1953	1	16	7064
1953	1	17	7215
1953	1	18	8001
1953	1	19	7670
1953	1	20	7118
1953	1	21	6692
1953	1	22	9188
1953	1	23	6320
1953	1	24	9029
1953	1	25	7908
1953	1	26	7351
1953	1	27	8527
1953	1	28	7845
1953	1	29	7844
1953	1	30	9531
1953	1	31	10278
1953	2	1	8957
1953	2	2	10057
1953	2	3	9567
1953	2	4	9053
1953	2	5	8279
1953	2	6	9071
1953	2	7	9150
1953	2	8	8047
1953	2	9	7164
1953	2	10	7136
1953	2	11	7453
1953	2	12	6930
1953	2	13	7440
1953	2	14	7544
1953	2	15	7815
1953	2	16	6778
1953	2	17	6178
1953	2	18	6647
1953	2	19	5492
1953	2	20	5877
1953	2	21	5428
1953	2	22	6655
1953	2	23	5794
1953	2	24	6234
1953	2	25	6402
1953	2	26	5423
1953	2	27	7098
1953	2	28	5185
1953	3	1	5992
1953	3	2	5139
1953	3	3	4885
1953	3	4	6043
1953	3	5	5700
1953	3	6	6028
1953	3	7	5308
1953	3	8	5970
1953	3	9	6488
1953	3	10	6651
1953	3	11	8245
1953	3	12	9056
1953	3	13	8464
1953	3	14	6814
1953	3	15	7230
1953	3	16	6748
1953	3	17	7817
1953	3	18	8431
1953	3	19	5953
1953	3	20	7080
1953	3	21	6567
1953	3	22	7497
1953	3	23	6588
1953	3	24	7321
1953	3	25	8234
1953	3	26	8714
1953	3	27	7738
1953	3	28	8849
1953	3	29	7154
1953	3	30	8898
1953	3	31	8932
1953	4	1	7451
