Year	Month	Day	ARROW_obs
1964	8	12	82163
1964	8	13	81091
1964	8	14	80173
1964	8	15	71103
1964	8	16	67830
1964	8	17	67805
1964	8	18	70877
1964	8	19	70479
1964	8	20	61428
1964	8	21	58103
1964	8	22	57626
1964	8	23	55755
1964	8	24	50165
1964	8	25	54170
1964	8	26	55612
1964	8	27	55282
1964	8	28	52303
1964	8	29	50045
1964	8	30	46255
1964	8	31	41299
1964	9	1	38226
1964	9	2	35831
1964	9	3	34979
1964	9	4	35829
1964	9	5	31413
1964	9	6	27107
1964	9	7	33479
1964	9	8	36000
1964	9	9	29867
1964	9	10	28240
1964	9	11	26036
1964	9	12	25745
1964	9	13	22462
1964	9	14	26016
1964	9	15	24806
1964	9	16	33403
1964	9	17	60701
1964	9	18	52367
1964	9	19	43794
1964	9	20	39049
1964	9	21	40984
1964	9	22	39911
1964	9	23	37966
1964	9	24	51706
1964	9	25	69695
1964	9	26	56562
1964	9	27	45363
1964	9	28	42506
1964	9	29	46791
1964	9	30	56073
1964	10	1	51858
1964	10	2	49571
1964	10	3	51065
1964	10	4	42937
1964	10	5	43247
1964	10	6	40715
1964	10	7	42109
1964	10	8	40764
1964	10	9	42927
1964	10	10	41599
1964	10	11	39730
1964	10	12	38710
1964	10	13	38660
1964	10	14	41851
1964	10	15	40639
1964	10	16	36699
1964	10	17	35113
1964	10	18	32678
1964	10	19	29257
1964	10	20	31209
1964	10	21	30083
1964	10	22	27748
1964	10	23	26734
1964	10	24	25509
1964	10	25	24566
1964	10	26	23920
1964	10	27	21986
1964	10	28	21955
1964	10	29	21902
1964	10	30	23065
1964	10	31	25042
1964	11	1	30450
1964	11	2	30555
1964	11	3	28037
1964	11	4	25813
1964	11	5	26863
1964	11	6	25253
1964	11	7	24547
1964	11	8	22270
1964	11	9	21427
1964	11	10	22373
1964	11	11	22353
1964	11	12	20975
1964	11	13	18930
1964	11	14	19252
1964	11	15	18262
1964	11	16	16153
1964	11	17	16464
1964	11	18	16221
1964	11	19	15574
1964	11	20	16706
1964	11	21	15373
1964	11	22	15190
1964	11	23	18277
1964	11	24	17015
1964	11	25	16184
1964	11	26	16294
1964	11	27	14927
1964	11	28	12539
1964	11	29	13843
1964	11	30	12935
1964	12	1	12779
1964	12	2	12959
1964	12	3	13993
1964	12	4	13561
1964	12	5	12929
1964	12	6	12453
1964	12	7	13632
1964	12	8	14091
1964	12	9	9996
1964	12	10	13581
1964	12	11	12515
1964	12	12	12997
1964	12	13	10139
1964	12	14	8732
1964	12	15	9401
1964	12	16	7007
1964	12	17	8026
1964	12	18	7777
1964	12	19	8186
1964	12	20	9317
1964	12	21	10468
1964	12	22	9551
1964	12	23	8864
1964	12	24	9529
1964	12	25	8940
1964	12	26	10410
1964	12	27	10120
1964	12	28	9874
1964	12	29	9825
1964	12	30	9817
1964	12	31	10128
1965	1	1	11206
1965	1	2	10959
1965	1	3	10820
1965	1	4	9516
1965	1	5	9592
1965	1	6	9431
1965	1	7	9806
1965	1	8	9860
1965	1	9	9052
1965	1	10	9112
1965	1	11	9327
1965	1	12	9130
1965	1	13	8297
1965	1	14	9117
1965	1	15	9981
1965	1	16	10238
1965	1	17	9990
1965	1	18	9610
1965	1	19	9651
1965	1	20	9313
1965	1	21	10115
1965	1	22	9982
1965	1	23	9814
1965	1	24	9229
1965	1	25	9312
1965	1	26	9299
1965	1	27	9280
1965	1	28	10177
1965	1	29	9606
1965	1	30	8465
1965	1	31	8467
1965	2	1	7861
1965	2	2	7189
1965	2	3	7466
1965	2	4	9036
1965	2	5	9854
1965	2	6	7381
1965	2	7	8806
1965	2	8	8526
1965	2	9	7343
1965	2	10	7654
1965	2	11	7856
1965	2	12	8004
1965	2	13	7911
1965	2	14	7497
1965	2	15	8216
1965	2	16	9113
1965	2	17	8341
1965	2	18	8576
1965	2	19	9077
1965	2	20	9147
1965	2	21	9020
1965	2	22	8202
1965	2	23	8619
1965	2	24	9041
1965	2	25	8472
1965	2	26	10029
1965	2	27	8378
1965	2	28	8595
1965	3	1	8362
1965	3	2	8370
1965	3	3	8404
1965	3	4	8501
1965	3	5	7551
1965	3	6	7924
1965	3	7	7912
1965	3	8	8008
1965	3	9	7965
1965	3	10	8636
1965	3	11	8788
1965	3	12	8908
1965	3	13	9418
1965	3	14	9984
1965	3	15	9187
1965	3	16	8310
1965	3	17	7789
1965	3	18	7375
1965	3	19	8430
1965	3	20	7985
1965	3	21	8385
1965	3	22	7466
1965	3	23	7165
1965	3	24	7835
1965	3	25	7737
1965	3	26	7588
1965	3	27	7757
1965	3	28	7764
1965	3	29	7264
1965	3	30	7887
1965	3	31	7241
1965	4	1	9027
1965	4	2	8807
1965	4	3	9720
1965	4	4	10013
1965	4	5	9795
1965	4	6	11976
1965	4	7	12048
1965	4	8	12027
1965	4	9	12295
1965	4	10	14393
1965	4	11	13907
1965	4	12	15782
1965	4	13	18596
1965	4	14	20396
1965	4	15	19780
1965	4	16	24245
1965	4	17	21911
1965	4	18	24997
1965	4	19	25351
1965	4	20	26535
1965	4	21	31877
1965	4	22	34982
1965	4	23	35579
1965	4	24	39666
1965	4	25	41431
1965	4	26	37448
1965	4	27	47223
1965	4	28	59769
1965	4	29	62547
1965	4	30	54154
1965	5	1	50410
1965	5	2	46333
1965	5	3	44269
1965	5	4	40460
1965	5	5	38788
1965	5	6	36765
1965	5	7	34126
1965	5	8	36782
1965	5	9	40728
1965	5	10	46286
1965	5	11	54195
1965	5	12	62221
1965	5	13	65742
1965	5	14	66194
1965	5	15	65595
1965	5	16	65295
1965	5	17	60827
1965	5	18	55168
1965	5	19	52597
1965	5	20	52309
1965	5	21	51115
1965	5	22	54253
1965	5	23	57602
1965	5	24	61086
1965	5	25	67896
1965	5	26	76011
1965	5	27	88611
1965	5	28	103738
1965	5	29	121149
1965	5	30	129035
1965	5	31	113906
1965	6	1	101687
1965	6	2	103794
1965	6	3	111043
1965	6	4	110929
1965	6	5	111849
1965	6	6	113799
1965	6	7	109417
1965	6	8	107580
1965	6	9	118390
1965	6	10	140476
1965	6	11	142712
1965	6	12	163237
1965	6	13	149432
1965	6	14	131606
1965	6	15	122422
1965	6	16	127232
1965	6	17	132588
1965	6	18	141936
1965	6	19	137554
1965	6	20	123270
1965	6	21	110370
1965	6	22	98634
1965	6	23	90316
1965	6	24	98434
1965	6	25	105606
1965	6	26	110934
1965	6	27	113306
1965	6	28	101053
1965	6	29	92237
1965	6	30	91459
1965	7	1	98458
1965	7	2	110068
1965	7	3	116833
1965	7	4	126084
1965	7	5	128674
1965	7	6	129700
1965	7	7	136264
1965	7	8	139864
1965	7	9	132009
1965	7	10	119192
1965	7	11	110731
1965	7	12	101659
1965	7	13	96518
1965	7	14	96736
1965	7	15	102906
1965	7	16	103201
1965	7	17	102374
1965	7	18	103171
1965	7	19	96954
1965	7	20	86634
1965	7	21	83910
1965	7	22	80904
1965	7	23	79826
1965	7	24	79231
1965	7	25	80792
1965	7	26	88736
1965	7	27	93537
1965	7	28	91489
1965	7	29	91499
1965	7	30	90483
1965	7	31	91096
1965	8	1	92826
1965	8	2	93589
1965	8	3	97884
1965	8	4	101195
1965	8	5	99158
1965	8	6	92069
1965	8	7	87056
1965	8	8	85637
1965	8	9	91951
1965	8	10	91912
1965	8	11	85548
1965	8	12	91154
1965	8	13	101559
1965	8	14	86085
1965	8	15	73918
1965	8	16	71282
1965	8	17	70709
1965	8	18	65302
1965	8	19	71388
1965	8	20	71473
1965	8	21	74327
1965	8	22	72763
1965	8	23	76962
1965	8	24	80401
1965	8	25	80347
1965	8	26	86079
1965	8	27	81791
1965	8	28	69124
1965	8	29	59836
1965	8	30	52489
1965	8	31	48218
1965	9	1	44873
1965	9	2	47387
1965	9	3	41763
1965	9	4	38882
1965	9	5	35614
1965	9	6	32579
1965	9	7	30349
1965	9	8	29951
1965	9	9	31233
1965	9	10	28586
1965	9	11	27150
1965	9	12	24286
1965	9	13	24748
1965	9	14	24130
1965	9	15	21139
1965	9	16	23114
1965	9	17	21361
1965	9	18	20571
1965	9	19	20829
1965	9	20	22938
1965	9	21	25489
1965	9	22	27681
1965	9	23	24867
1965	9	24	22991
1965	9	25	23395
1965	9	26	21712
1965	9	27	22412
1965	9	28	22357
1965	9	29	21387
1965	9	30	19935
1965	10	1	21206
1965	10	2	19806
1965	10	3	18825
1965	10	4	17922
1965	10	5	20783
1965	10	6	21643
1965	10	7	21709
1965	10	8	21782
1965	10	9	28920
1965	10	10	26118
1965	10	11	26581
1965	10	12	29364
1965	10	13	29307
1965	10	14	28822
1965	10	15	33029
1965	10	16	24871
1965	10	17	24939
1965	10	18	23637
1965	10	19	21900
1965	10	20	21174
1965	10	21	23983
1965	10	22	22735
1965	10	23	22441
1965	10	24	22780
1965	10	25	22077
1965	10	26	21195
1965	10	27	21954
1965	10	28	23587
1965	10	29	30798
1965	10	30	31759
1965	10	31	25766
1965	11	1	28197
1965	11	2	32913
1965	11	3	32477
1965	11	4	29524
1965	11	5	29066
1965	11	6	26985
1965	11	7	24556
1965	11	8	24653
1965	11	9	24010
1965	11	10	21883
1965	11	11	22443
1965	11	12	19329
1965	11	13	20482
1965	11	14	20256
1965	11	15	19371
1965	11	16	16572
1965	11	17	16387
1965	11	18	18086
1965	11	19	18078
1965	11	20	18143
1965	11	21	17923
1965	11	22	17066
1965	11	23	16290
1965	11	24	14110
1965	11	25	13158
1965	11	26	13414
1965	11	27	13251
1965	11	28	13243
1965	11	29	12835
1965	11	30	12889
1965	12	1	13861
1965	12	2	13680
1965	12	3	13018
1965	12	4	13125
1965	12	5	14245
1965	12	6	15030
1965	12	7	14914
1965	12	8	15391
1965	12	9	13715
1965	12	10	13271
1965	12	11	12262
1965	12	12	11420
1965	12	13	11254
1965	12	14	9572
1965	12	15	10018
1965	12	16	10368
1965	12	17	10141
1965	12	18	10874
1965	12	19	11258
1965	12	20	11204
1965	12	21	10524
1965	12	22	9531
1965	12	23	11311
1965	12	24	9991
1965	12	25	9513
1965	12	26	9182
1965	12	27	9809
1965	12	28	10073
1965	12	29	9921
1965	12	30	10373
1965	12	31	9581
1966	1	1	10149
1966	1	2	9538
1966	1	3	8637
1966	1	4	7633
1966	1	5	7319
1966	1	6	8433
1966	1	7	8993
1966	1	8	10017
1966	1	9	11234
1966	1	10	9612
1966	1	11	9108
1966	1	12	11965
1966	1	13	10983
1966	1	14	10574
1966	1	15	10305
1966	1	16	9607
1966	1	17	10205
1966	1	18	9399
1966	1	19	8822
1966	1	20	9185
1966	1	21	7892
1966	1	22	9087
1966	1	23	7740
1966	1	24	7425
1966	1	25	9698
1966	1	26	9608
1966	1	27	8773
1966	1	28	8598
1966	1	29	8356
1966	1	30	9666
1966	1	31	9372
1966	2	1	8319
1966	2	2	9551
1966	2	3	8838
1966	2	4	9291
1966	2	5	8861
1966	2	6	7813
1966	2	7	8877
1966	2	8	8284
1966	2	9	8435
1966	2	10	9028
1966	2	11	8452
1966	2	12	8328
1966	2	13	7727
1966	2	14	7756
1966	2	15	8206
1966	2	16	8116
1966	2	17	8534
1966	2	18	7324
1966	2	19	7634
1966	2	20	7451
1966	2	21	8141
1966	2	22	7489
1966	2	23	8130
1966	2	24	7480
1966	2	25	7865
1966	2	26	7792
1966	2	27	7603
1966	2	28	6094
1966	3	1	6131
1966	3	2	7186
1966	3	3	6614
1966	3	4	7324
1966	3	5	6917
1966	3	6	7536
1966	3	7	7030
1966	3	8	7338
1966	3	9	7586
1966	3	10	8565
1966	3	11	8008
1966	3	12	8205
1966	3	13	8288
1966	3	14	9098
1966	3	15	8876
1966	3	16	8890
1966	3	17	9231
1966	3	18	8973
1966	3	19	8945
1966	3	20	7916
1966	3	21	7857
1966	3	22	7451
1966	3	23	8101
1966	3	24	7755
1966	3	25	7868
1966	3	26	8631
1966	3	27	8568
1966	3	28	10595
1966	3	29	12084
1966	3	30	18490
1966	3	31	19680
1966	4	1	21264
1966	4	2	17572
1966	4	3	18852
1966	4	4	18061
1966	4	5	18665
1966	4	6	21154
1966	4	7	23715
1966	4	8	26366
1966	4	9	27076
1966	4	10	29300
1966	4	11	29976
1966	4	12	29324
1966	4	13	25060
1966	4	14	25561
1966	4	15	23674
1966	4	16	22392
1966	4	17	21965
1966	4	18	21515
1966	4	19	20257
1966	4	20	20176
1966	4	21	19059
1966	4	22	19898
1966	4	23	19687
1966	4	24	22742
1966	4	25	23635
1966	4	26	25237
1966	4	27	23506
1966	4	28	23113
1966	4	29	23191
1966	4	30	22509
1966	5	1	23251
1966	5	2	25321
1966	5	3	32218
1966	5	4	41096
1966	5	5	50542
1966	5	6	69965
1966	5	7	90223
1966	5	8	97839
1966	5	9	105340
1966	5	10	102930
1966	5	11	102088
1966	5	12	102117
1966	5	13	95311
1966	5	14	90257
1966	5	15	80741
1966	5	16	72213
1966	5	17	63447
1966	5	18	59066
1966	5	19	60621
1966	5	20	63880
1966	5	21	63458
1966	5	22	63953
1966	5	23	62735
1966	5	24	59599
1966	5	25	64461
1966	5	26	89373
1966	5	27	118804
1966	5	28	124072
1966	5	29	119704
1966	5	30	123710
1966	5	31	130515
1966	6	1	131764
1966	6	2	137898
1966	6	3	141799
1966	6	4	145880
1966	6	5	144249
1966	6	6	136843
1966	6	7	135095
1966	6	8	136943
1966	6	9	142474
1966	6	10	145361
1966	6	11	138359
1966	6	12	126468
1966	6	13	114196
1966	6	14	108093
1966	6	15	110316
1966	6	16	120392
1966	6	17	133236
1966	6	18	140606
1966	6	19	133628
1966	6	20	125641
1966	6	21	114164
1966	6	22	106379
1966	6	23	98820
1966	6	24	93010
1966	6	25	92877
1966	6	26	94567
1966	6	27	103018
1966	6	28	123077
1966	6	29	124191
1966	6	30	110855
1966	7	1	103968
1966	7	2	109216
1966	7	3	123010
1966	7	4	130435
1966	7	5	124350
1966	7	6	132045
1966	7	7	145422
1966	7	8	148238
1966	7	9	147845
1966	7	10	146212
1966	7	11	136511
1966	7	12	126814
1966	7	13	122221
1966	7	14	125664
1966	7	15	133497
1966	7	16	140428
1966	7	17	131822
1966	7	18	122487
1966	7	19	119496
1966	7	20	113987
1966	7	21	102465
1966	7	22	94908
1966	7	23	95080
1966	7	24	102459
1966	7	25	110375
1966	7	26	98312
1966	7	27	91296
1966	7	28	91018
1966	7	29	95039
1966	7	30	99928
1966	7	31	93803
1966	8	1	93668
1966	8	2	96224
1966	8	3	100467
1966	8	4	105234
1966	8	5	101928
1966	8	6	95588
1966	8	7	88499
1966	8	8	86361
1966	8	9	84586
1966	8	10	85979
1966	8	11	81497
1966	8	12	69405
1966	8	13	68032
1966	8	14	66237
1966	8	15	70023
1966	8	16	69630
1966	8	17	63966
1966	8	18	57818
1966	8	19	52311
1966	8	20	51966
1966	8	21	48353
1966	8	22	49526
1966	8	23	52129
1966	8	24	53245
1966	8	25	55440
1966	8	26	57898
1966	8	27	60696
1966	8	28	59357
1966	8	29	54468
1966	8	30	47840
1966	8	31	43975
1966	9	1	41712
1966	9	2	39924
1966	9	3	38355
1966	9	4	38237
1966	9	5	40314
1966	9	6	43187
1966	9	7	41410
1966	9	8	39953
1966	9	9	40109
1966	9	10	39787
1966	9	11	40416
1966	9	12	40166
1966	9	13	39559
1966	9	14	38967
1966	9	15	39115
1966	9	16	37159
1966	9	17	38853
1966	9	18	43267
1966	9	19	45258
1966	9	20	36252
1966	9	21	34318
1966	9	22	36655
1966	9	23	44323
1966	9	24	47851
1966	9	25	40294
1966	9	26	35977
1966	9	27	35326
1966	9	28	39833
1966	9	29	42831
1966	9	30	37741
1966	10	1	34290
1966	10	2	35085
1966	10	3	29419
1966	10	4	26938
1966	10	5	26203
1966	10	6	28214
1966	10	7	31679
1966	10	8	33579
1966	10	9	27832
1966	10	10	26157
1966	10	11	23656
1966	10	12	23728
1966	10	13	20950
1966	10	14	19509
1966	10	15	19422
1966	10	16	18688
1966	10	17	17829
1966	10	18	17801
1966	10	19	17942
1966	10	20	19568
1966	10	21	18409
1966	10	22	18715
1966	10	23	17788
1966	10	24	19909
1966	10	25	22763
1966	10	26	26629
1966	10	27	27914
1966	10	28	25804
1966	10	29	23502
1966	10	30	23059
1966	10	31	20934
1966	11	1	19833
1966	11	2	18357
1966	11	3	18347
1966	11	4	19046
1966	11	5	17563
1966	11	6	16276
1966	11	7	15791
1966	11	8	14957
1966	11	9	17724
1966	11	10	13158
1966	11	11	12652
1966	11	12	14172
1966	11	13	13939
1966	11	14	13659
1966	11	15	15094
1966	11	16	14353
1966	11	17	14090
1966	11	18	14022
1966	11	19	14817
1966	11	20	15293
1966	11	21	15951
1966	11	22	13868
1966	11	23	13913
1966	11	24	16340
1966	11	25	16509
1966	11	26	13959
1966	11	27	13274
1966	11	28	13039
1966	11	29	13351
1966	11	30	10667
1966	12	1	12169
1966	12	2	11460
1966	12	3	11463
1966	12	4	10847
1966	12	5	11925
1966	12	6	11162
1966	12	7	12086
1966	12	8	10895
1966	12	9	10681
1966	12	10	10693
1966	12	11	11812
1966	12	12	12964
1966	12	13	13909
1966	12	14	13558
1966	12	15	15235
1966	12	16	12918
1966	12	17	15952
1966	12	18	16243
1966	12	19	16083
1966	12	20	16526
1966	12	21	16121
1966	12	22	13582
1966	12	23	13725
1966	12	24	12830
1966	12	25	11955
1966	12	26	10284
1966	12	27	10036
1966	12	28	11422
1966	12	29	9982
1966	12	30	11773
1966	12	31	11408
1967	1	1	10143
1967	1	2	11268
1967	1	3	9803
1967	1	4	10933
1967	1	5	10098
1967	1	6	9779
1967	1	7	10496
1967	1	8	10318
1967	1	9	10014
1967	1	10	10729
1967	1	11	9958
1967	1	12	10050
1967	1	13	9811
1967	1	14	11607
1967	1	15	10302
1967	1	16	10447
1967	1	17	9950
1967	1	18	10456
1967	1	19	9652
1967	1	20	10701
1967	1	21	9750
1967	1	22	9633
1967	1	23	9436
1967	1	24	8277
1967	1	25	8636
1967	1	26	9080
1967	1	27	10556
1967	1	28	10125
1967	1	29	11149
1967	1	30	9847
1967	1	31	9518
1967	2	1	9438
1967	2	2	10628
1967	2	3	11338
1967	2	4	11869
1967	2	5	10452
1967	2	6	10473
1967	2	7	9912
1967	2	8	10166
1967	2	9	9505
1967	2	10	9700
1967	2	11	9562
1967	2	12	10732
1967	2	13	9703
1967	2	14	9508
1967	2	15	8809
1967	2	16	9951
1967	2	17	10010
1967	2	18	9384
1967	2	19	7920
1967	2	20	7889
1967	2	21	8157
1967	2	22	7860
1967	2	23	8013
1967	2	24	7264
1967	2	25	7972
1967	2	26	7874
1967	2	27	7256
1967	2	28	7972
1967	3	1	8645
1967	3	2	7937
1967	3	3	7731
1967	3	4	7260
1967	3	5	8091
1967	3	6	7004
1967	3	7	7621
1967	3	8	8182
1967	3	9	7714
1967	3	10	6441
1967	3	11	6625
1967	3	12	6718
1967	3	13	7797
1967	3	14	7982
1967	3	15	7536
1967	3	16	8287
1967	3	17	8275
1967	3	18	9039
1967	3	19	8017
1967	3	20	7771
1967	3	21	8555
1967	3	22	9859
1967	3	23	10908
1967	3	24	10736
1967	3	25	10230
1967	3	26	9779
1967	3	27	9547
1967	3	28	8724
1967	3	29	9396
1967	3	30	9244
1967	3	31	8322
1967	4	1	8708
1967	4	2	9346
1967	4	3	9128
1967	4	4	9383
1967	4	5	10529
1967	4	6	11346
1967	4	7	11608
1967	4	8	12449
1967	4	9	13562
1967	4	10	13445
1967	4	11	14082
1967	4	12	14374
1967	4	13	15033
1967	4	14	15597
1967	4	15	14181
1967	4	16	14132
1967	4	17	13672
1967	4	18	13145
1967	4	19	13583
1967	4	20	14850
1967	4	21	12781
1967	4	22	13898
1967	4	23	15267
1967	4	24	14517
1967	4	25	18134
1967	4	26	18225
1967	4	27	20309
1967	4	28	19621
1967	4	29	19638
1967	4	30	19407
1967	5	1	21023
1967	5	2	20954
1967	5	3	23314
1967	5	4	25801
1967	5	5	26966
1967	5	6	29068
1967	5	7	37896
1967	5	8	45369
1967	5	9	44890
1967	5	10	43028
1967	5	11	40666
1967	5	12	36172
1967	5	13	35520
1967	5	14	36974
1967	5	15	40519
1967	5	16	47523
1967	5	17	56079
1967	5	18	69819
1967	5	19	72747
1967	5	20	83331
1967	5	21	96614
1967	5	22	106477
1967	5	23	108100
1967	5	24	103386
1967	5	25	93879
1967	5	26	84771
1967	5	27	84388
1967	5	28	89667
1967	5	29	98030
1967	5	30	109386
1967	5	31	116447
1967	6	1	143658
1967	6	2	165769
1967	6	3	192379
1967	6	4	188829
1967	6	5	172349
1967	6	6	168305
1967	6	7	174745
1967	6	8	180086
1967	6	9	182990
1967	6	10	177637
1967	6	11	158161
1967	6	12	143901
1967	6	13	140857
1967	6	14	148431
1967	6	15	161722
1967	6	16	187646
1967	6	17	198731
1967	6	18	195952
1967	6	19	191137
1967	6	20	196169
1967	6	21	203086
1967	6	22	206317
1967	6	23	199302
1967	6	24	188447
1967	6	25	186476
1967	6	26	187220
1967	6	27	190820
1967	6	28	187543
1967	6	29	183015
1967	6	30	168313
1967	7	1	157550
1967	7	2	147917
1967	7	3	157014
1967	7	4	164048
1967	7	5	172849
1967	7	6	160886
1967	7	7	148057
1967	7	8	146503
1967	7	9	140967
1967	7	10	127577
1967	7	11	121555
1967	7	12	131250
1967	7	13	144098
1967	7	14	153126
1967	7	15	146180
1967	7	16	140402
1967	7	17	140350
1967	7	18	134356
1967	7	19	126417
1967	7	20	119545
1967	7	21	115994
1967	7	22	108388
1967	7	23	103094
1967	7	24	95838
1967	7	25	100779
1967	7	26	100135
1967	7	27	99884
1967	7	28	103393
1967	7	29	101729
1967	7	30	97330
1967	7	31	91417
1967	8	1	86539
1967	8	2	78738
1967	8	3	79745
1967	8	4	76141
1967	8	5	83072
1967	8	6	81126
1967	8	7	80063
1967	8	8	77003
1967	8	9	77338
1967	8	10	83864
1967	8	11	86045
1967	8	12	86372
1967	8	13	82368
1967	8	14	86377
1967	8	15	84933
1967	8	16	83362
1967	8	17	84609
1967	8	18	80990
1967	8	19	81416
1967	8	20	79265
1967	8	21	76424
1967	8	22	70808
1967	8	23	66090
1967	8	24	58788
1967	8	25	53341
1967	8	26	52900
1967	8	27	48083
1967	8	28	52715
1967	8	29	52261
1967	8	30	54920
1967	8	31	55865
1967	9	1	58767
1967	9	2	62171
1967	9	3	59448
1967	9	4	54644
1967	9	5	60641
1967	9	6	66580
1967	9	7	58873
1967	9	8	51938
1967	9	9	50629
1967	9	10	52432
1967	9	11	54230
1967	9	12	44129
1967	9	13	37238
1967	9	14	36491
1967	9	15	39061
1967	9	16	40682
1967	9	17	42830
1967	9	18	40759
1967	9	19	44713
1967	9	20	45799
1967	9	21	45428
1967	9	22	48076
1967	9	23	42411
1967	9	24	36884
1967	9	25	39718
1967	9	26	35597
1967	9	27	35872
1967	9	28	39756
1967	9	29	38923
1967	9	30	38635
1967	10	1	34881
1967	10	2	32236
1967	10	3	28928
1967	10	4	27883
1967	10	5	25811
1967	10	6	26031
1967	10	7	27822
1967	10	8	28990
1967	10	9	31731
1967	10	10	31916
1967	10	11	35661
1967	10	12	32441
1967	10	13	31510
1967	10	14	31424
1967	10	15	31509
1967	10	16	25432
1967	10	17	24303
1967	10	18	22232
1967	10	19	21889
1967	10	20	21675
1967	10	21	23916
1967	10	22	23220
1967	10	23	20995
1967	10	24	19512
1967	10	25	19630
1967	10	26	18110
1967	10	27	20290
1967	10	28	18491
1967	10	29	18423
1967	10	30	23846
1967	10	31	34255
1967	11	1	32275
1967	11	2	26590
1967	11	3	20375
1967	11	4	23513
1967	11	5	19790
1967	11	6	18980
1967	11	7	18201
1967	11	8	19132
1967	11	9	19132
1967	11	10	19264
1967	11	11	17728
1967	11	12	17048
1967	11	13	15048
1967	11	14	19144
1967	11	15	19375
1967	11	16	17733
1967	11	17	16755
1967	11	18	16364
1967	11	19	15201
1967	11	20	14072
1967	11	21	15667
1967	11	22	15054
1967	11	23	13158
1967	11	24	14282
1967	11	25	12978
1967	11	26	11556
1967	11	27	10478
1967	11	28	13069
1967	11	29	12182
1967	11	30	11655
1967	12	1	12088
1967	12	2	12612
1967	12	3	12033
1967	12	4	12769
1967	12	5	12422
1967	12	6	11830
1967	12	7	10586
1967	12	8	13384
1967	12	9	13675
1967	12	10	13053
1967	12	11	8336
1967	12	12	8668
1967	12	13	8658
1967	12	14	8016
1967	12	15	8615
1967	12	16	8411
1967	12	17	9688
1967	12	18	7880
1967	12	19	7205
1967	12	20	7801
1967	12	21	8860
1967	12	22	8438
1967	12	23	10730
1967	12	24	11225
1967	12	25	9056
1967	12	26	8490
1967	12	27	8734
1967	12	28	10623
1967	12	29	10346
1967	12	30	10065
1967	12	31	9817
1968	1	1	7834
1968	1	2	7843
1968	1	3	7547
1968	1	4	9078
1968	1	5	7471
1968	1	6	9710
1968	1	7	9421
1968	1	8	8818
1968	1	9	8435
1968	1	10	8197
1968	1	11	7706
1968	1	12	9681
1968	1	13	9360
1968	1	14	11178
1968	1	15	8754
1968	1	16	9369
1968	1	17	9575
1968	1	18	10522
1968	1	19	10752
1968	1	20	10967
1968	1	21	10832
1968	1	22	11543
1968	1	23	11771
1968	1	24	15299
1968	1	25	13737
1968	1	26	11103
1968	1	27	11354
1968	1	28	10399
1968	1	29	10220
1968	1	30	11078
1968	1	31	10571
1968	2	1	9900
1968	2	2	13470
1968	2	3	10772
1968	2	4	11576
1968	2	5	11358
1968	2	6	11166
1968	2	7	10851
1968	2	8	9054
1968	2	9	9762
1968	2	10	10033
1968	2	11	9287
1968	2	12	9558
1968	2	13	9746
1968	2	14	8832
1968	2	15	9362
1968	2	16	8934
1968	2	17	8687
1968	2	18	8947
1968	2	19	9238
1968	2	20	10446
1968	2	21	9559
1968	2	22	10648
1968	2	23	10685
1968	2	24	11417
1968	2	25	10726
1968	2	26	10832
1968	2	27	11720
1968	2	28	10957
1968	2	29	11208
1968	3	1	11375
1968	3	2	11344
1968	3	3	11051
1968	3	4	12373
1968	3	5	14255
1968	3	6	15599
1968	3	7	14514
1968	3	8	14515
1968	3	9	13985
1968	3	10	13353
1968	3	11	13847
1968	3	12	13216
1968	3	13	14321
1968	3	14	13067
1968	3	15	16645
1968	3	16	13770
1968	3	17	13769
1968	3	18	13125
1968	3	19	13735
1968	3	20	13084
1968	3	21	12822
1968	3	22	13518
1968	3	23	14372
1968	3	24	13925
1968	3	25	15007
1968	3	26	15008
1968	3	27	16939
1968	3	28	16389
1968	3	29	14490
1968	3	30	14210
1968	3	31	14007
1968	4	1	14057
1968	4	2	13320
1968	4	3	13480
1968	4	4	13064
1968	4	5	13297
1968	4	6	13391
1968	4	7	12450
1968	4	8	12698
1968	4	9	12487
1968	4	10	13841
1968	4	11	13889
1968	4	12	14335
1968	4	13	15459
1968	4	14	15014
1968	4	15	14303
1968	4	16	12768
1968	4	17	12863
1968	4	18	13890
1968	4	19	13613
1968	4	20	12823
1968	4	21	12516
1968	4	22	12207
1968	4	23	13388
1968	4	24	13131
1968	4	25	14599
1968	4	26	14103
1968	4	27	14379
1968	4	28	16579
1968	4	29	25947
1968	4	30	25826
1968	5	1	36106
1968	5	2	32735
1968	5	3	31482
1968	5	4	35687
1968	5	5	38347
1968	5	6	35673
1968	5	7	33422
1968	5	8	36899
1968	5	9	35250
1968	5	10	41524
1968	5	11	47172
1968	5	12	53521
1968	5	13	59789
1968	5	14	58199
1968	5	15	56944
1968	5	16	61140
1968	5	17	66823
1968	5	18	83254
1968	5	19	95157
1968	5	20	102044
1968	5	21	112292
1968	5	22	116191
1968	5	23	113747
1968	5	24	107352
1968	5	25	105061
1968	5	26	104692
1968	5	27	104257
1968	5	28	103625
1968	5	29	101695
1968	5	30	96756
1968	5	31	93969
1968	6	1	116116
1968	6	2	164917
1968	6	3	160536
1968	6	4	146694
1968	6	5	131803
1968	6	6	120516
1968	6	7	126128
1968	6	8	132489
1968	6	9	141978
