year	month	day	ARROW_sim
1987	5	2	66093.492
1987	5	3	80953.789
1987	5	4	87942.07
1987	5	5	88256.555
1987	5	6	89062.789
1987	5	7	91614.289
1987	5	8	93876.602
1987	5	9	97354.68
1987	5	10	106390.99
1987	5	11	124106.65
1987	5	12	147922.25
1987	5	13	173334.67
1987	5	14	194970.13
1987	5	15	201675.5
1987	5	16	197266.69
1987	5	17	191930.88
1987	5	18	180829.61
1987	5	19	164401.08
1987	5	20	143993.91
1987	5	21	122981.11
1987	5	22	106482.27
1987	5	23	91803.719
1987	5	24	77934.391
1987	5	25	65530.262
1987	5	26	57218.949
1987	5	27	56661.688
1987	5	28	64618.57
1987	5	29	78384.859
1987	5	30	96034.836
1987	5	31	115052.07
1987	6	1	131422.95
1987	6	2	142114.39
1987	6	3	142638.41
1987	6	4	136448.27
1987	6	5	128859.84
1987	6	6	120334.52
1987	6	7	115661.84
1987	6	8	117918.3
1987	6	9	123121.94
1987	6	10	132227.2
1987	6	11	143993.25
1987	6	12	151877.16
1987	6	13	153800.66
1987	6	14	154024.98
1987	6	15	156910.73
1987	6	16	158423.41
1987	6	17	158033.25
1987	6	18	156178.03
1987	6	19	151560.98
1987	6	20	144623.98
1987	6	21	137801.3
1987	6	22	133248.64
1987	6	23	129446.46
1987	6	24	122509.74
1987	6	25	112581.91
1987	6	26	104513.22
1987	6	27	96869.961
1987	6	28	85994.773
1987	6	29	73770.328
1987	6	30	64059.227
1987	7	1	58345.023
1987	7	2	56342.711
1987	7	3	56247.699
1987	7	4	57581.395
1987	7	5	60904.703
1987	7	6	66813.875
1987	7	7	77064.68
1987	7	8	90589.164
1987	7	9	105036.7
1987	7	10	114215.7
1987	7	11	110935.77
1987	7	12	96072.063
1987	7	13	75851.117
1987	7	14	58295.309
1987	7	15	45720.539
1987	7	16	36478.727
1987	7	17	30007.191
1987	7	18	25519.953
1987	7	19	22613.977
1987	7	20	20779.123
1987	7	21	19470.369
1987	7	22	18066.949
1987	7	23	17033.939
1987	7	24	17391.174
1987	7	25	18835.42
1987	7	26	19347.17
1987	7	27	19915.107
1987	7	28	21446.203
1987	7	29	21890.041
1987	7	30	21623.742
1987	7	31	20505.779
1987	8	1	18765.637
1987	8	2	19876.693
1987	8	3	27492.012
1987	8	4	39691.891
1987	8	5	53826.27
1987	8	6	67328.43
1987	8	7	70418.398
1987	8	8	59327.141
1987	8	9	44192.109
1987	8	10	31956.078
1987	8	11	23090.494
1987	8	12	17777.064
1987	8	13	15510.861
1987	8	14	14998.559
1987	8	15	16321.548
1987	8	16	20935.877
1987	8	17	26945.957
1987	8	18	31998.893
1987	8	19	36185.387
1987	8	20	36755.547
1987	8	21	32176.703
1987	8	22	27966.123
1987	8	23	26398.674
1987	8	24	27973.842
1987	8	25	30439.646
1987	8	26	27692.115
1987	8	27	20785.078
1987	8	28	14396.778
1987	8	29	10161.482
1987	8	30	7792.4736
1987	8	31	7040.3247
1987	9	1	7638.0488
1987	9	2	8287.6953
1987	9	3	8000.1768
1987	9	4	7760.4531
1987	9	5	8637.2354
1987	9	6	9944.623
1987	9	7	11641.545
1987	9	8	14021.953
1987	9	9	15099.911
1987	9	10	12850.885
1987	9	11	9307.9707
1987	9	12	6748.2197
1987	9	13	5157.8652
1987	9	14	4532.2271
1987	9	15	4445.9048
1987	9	16	5902.0757
1987	9	17	10020.992
1987	9	18	15832.695
1987	9	19	21576.336
1987	9	20	24123.984
1987	9	21	21134.303
1987	9	22	15104.339
1987	9	23	9771.5645
1987	9	24	6220.4668
1987	9	25	4345.1606
1987	9	26	4142.5107
1987	9	27	5400.0957
1987	9	28	6706.2539
1987	9	29	7064.0439
1987	9	30	6902.5264
1987	10	1	7305.7959
1987	10	2	8566.959
1987	10	3	9129.4004
1987	10	4	7970.2217
1987	10	5	6074.1177
1987	10	6	4615.4048
1987	10	7	4002.5271
1987	10	8	4305.2715
1987	10	9	4588.5571
1987	10	10	4223.4019
1987	10	11	3483.5435
1987	10	12	2689.9001
1987	10	13	2111.4612
1987	10	14	1778.2806
1987	10	15	1625.3241
1987	10	16	1595.6046
1987	10	17	1639.7712
1987	10	18	1705.1587
1987	10	19	1880.3806
1987	10	20	2316.8716
1987	10	21	2878.9141
1987	10	22	3087.0359
1987	10	23	2880.3018
1987	10	24	2563.3694
1987	10	25	2267.4199
1987	10	26	2187.9299
1987	10	27	2642.3083
1987	10	28	3479.0608
1987	10	29	4163.665
1987	10	30	4695.9937
1987	10	31	5239.0396
1987	11	1	5920.1719
1987	11	2	8216.0625
1987	11	3	13079.952
1987	11	4	16915.852
1987	11	5	18231.666
1987	11	6	17864.707
1987	11	7	15846.766
1987	11	8	14054.308
1987	11	9	12318.262
1987	11	10	9667.376
1987	11	11	6857.748
1987	11	12	4999.0552
1987	11	13	4711.1704
1987	11	14	6137.8896
1987	11	15	8600.7754
1987	11	16	10481.092
1987	11	17	10331.155
1987	11	18	8352.4971
1987	11	19	6065.3164
1987	11	20	4246.376
1987	11	21	3039.4927
1987	11	22	2573.5393
1987	11	23	2797.3923
1987	11	24	3450.7146
1987	11	25	3836.0884
1987	11	26	3779.1934
1987	11	27	3427.0938
1987	11	28	2758.6943
1987	11	29	2085.8018
1987	11	30	1626.4259
1987	12	1	1388.7496
1987	12	2	1320.3883
1987	12	3	1526.5681
1987	12	4	2028.3956
1987	12	5	2810.3982
1987	12	6	4131.1392
1987	12	7	5386.4873
1987	12	8	6523.6221
1987	12	9	7349.7642
1987	12	10	6966.3428
1987	12	11	6181.4497
1987	12	12	5732.0894
1987	12	13	5070.5415
1987	12	14	3885.386
1987	12	15	2722.5742
1987	12	16	1921.7472
1987	12	17	1436.0839
1987	12	18	1187.4396
1987	12	19	1046.9802
1987	12	20	960.14117
1987	12	21	909.66339
1987	12	22	864.66882
1987	12	23	816.4765
1987	12	24	787.47345
1987	12	25	779.72852
1987	12	26	778.37762
1987	12	27	777.29022
1987	12	28	776.30994
1987	12	29	775.56183
1987	12	30	774.82477
1987	12	31	774.03693
1988	1	1	773.20386
1988	1	2	772.35718
1988	1	3	771.51056
1988	1	4	770.67523
1988	1	5	769.86053
1988	1	6	769.06897
1988	1	7	768.30341
1988	1	8	767.5603
1988	1	9	766.83875
1988	1	10	766.13654
1988	1	11	765.45306
1988	1	12	764.77405
1988	1	13	764.07733
1988	1	14	763.50653
1988	1	15	770.12128
1988	1	16	871.80005
1988	1	17	1181.3356
1988	1	18	1262.254
1988	1	19	1070.1971
1988	1	20	948.90259
1988	1	21	843.72748
1988	1	22	793.18298
1988	1	23	776.19171
1988	1	24	774.34961
1988	1	25	778.48029
1988	1	26	779.6936
1988	1	27	772.2384
1988	1	28	758.42896
1988	1	29	760.89362
1988	1	30	897.46735
1988	1	31	1288.7235
1988	2	1	1389.2524
1988	2	2	1155.2948
1988	2	3	1042.1954
1988	2	4	1078.255
1988	2	5	1217.7357
1988	2	6	1166.853
1988	2	7	1006.5014
1988	2	8	904.43091
1988	2	9	828.09344
1988	2	10	790.2688
1988	2	11	767.20636
1988	2	12	810.92645
1988	2	13	1325.1766
1988	2	14	2379.5034
1988	2	15	3078.5737
1988	2	16	3030.2429
1988	2	17	2866.5232
1988	2	18	2683.5227
1988	2	19	2429.9368
1988	2	20	2219.8967
1988	2	21	1979.0283
1988	2	22	1864.7751
1988	2	23	2163.9836
1988	2	24	2135.1785
1988	2	25	1608.2896
1988	2	26	1307.8873
1988	2	27	1159.9648
1988	2	28	1178.0614
1988	2	29	1261.1222
1988	3	1	1286.8604
1988	3	2	1249.1296
1988	3	3	1343.1141
1988	3	4	1803.9253
1988	3	5	2200.6814
1988	3	6	2164.988
1988	3	7	1979.4526
1988	3	8	2014.287
1988	3	9	2475.4302
1988	3	10	3380.5688
1988	3	11	3904.8481
1988	3	12	3461.9495
1988	3	13	2791.002
1988	3	14	2435.3904
1988	3	15	2294.8611
1988	3	16	2163.145
1988	3	17	1984.8933
1988	3	18	1886.2731
1988	3	19	2011.3842
1988	3	20	2200.2427
1988	3	21	2248.8853
1988	3	22	2603.9834
1988	3	23	3195.3745
1988	3	24	3513.74
1988	3	25	4448.9756
1988	3	26	6147.5903
1988	3	27	6906.749
1988	3	28	6565.2593
1988	3	29	5809.0454
1988	3	30	4697.6406
1988	3	31	3700.0764
1988	4	1	3251.4885
1988	4	2	3633.5862
1988	4	3	5504.0273
1988	4	4	8393.0996
1988	4	5	10146.988
1988	4	6	10016.606
1988	4	7	9697.3428
1988	4	8	10624.428
1988	4	9	10948.873
1988	4	10	9371.3604
1988	4	11	7868.2676
1988	4	12	8048.5342
1988	4	13	9464.5781
1988	4	14	11322.052
1988	4	15	14023.896
1988	4	16	18432.844
1988	4	17	24669.318
1988	4	18	31814.633
1988	4	19	41804.055
1988	4	20	54893.844
1988	4	21	66321.352
1988	4	22	73432.336
1988	4	23	78613.961
1988	4	24	83780.727
1988	4	25	87262.008
1988	4	26	84840.102
1988	4	27	75775.617
1988	4	28	64383.414
1988	4	29	55738.195
1988	4	30	53029.918
1988	5	1	55542.367
1988	5	2	54553.535
1988	5	3	47465.926
1988	5	4	40723.434
1988	5	5	36243.082
1988	5	6	32950.934
1988	5	7	30686.609
1988	5	8	32423.133
1988	5	9	38806.871
1988	5	10	48701.418
1988	5	11	60538.234
1988	5	12	74615.219
1988	5	13	91944.813
1988	5	14	112440.36
1988	5	15	130530.47
1988	5	16	139486.61
1988	5	17	143745.64
1988	5	18	148931.95
1988	5	19	146510.73
1988	5	20	130324.52
1988	5	21	112396.23
1988	5	22	101989.05
1988	5	23	97819.984
1988	5	24	97427.266
1988	5	25	99416.539
1988	5	26	103667.5
1988	5	27	112524.76
1988	5	28	124192.45
1988	5	29	133324.48
1988	5	30	137013.88
1988	5	31	133624.17
1988	6	1	128174.53
1988	6	2	124241.67
1988	6	3	120120.63
1988	6	4	115890.39
1988	6	5	112864.79
1988	6	6	112345.91
1988	6	7	112597.35
1988	6	8	116176.01
1988	6	9	125242.48
1988	6	10	138035.89
1988	6	11	153084.86
1988	6	12	165734.16
1988	6	13	171595.08
1988	6	14	170700.03
1988	6	15	164605.78
1988	6	16	154959.11
1988	6	17	144810.22
1988	6	18	136930.91
1988	6	19	134311.44
1988	6	20	135852.11
1988	6	21	138641.77
1988	6	22	139789.19
1988	6	23	138067.58
1988	6	24	134415.14
1988	6	25	131021.1
1988	6	26	128664.37
1988	6	27	125380.89
1988	6	28	122804.88
1988	6	29	120557.35
1988	6	30	119041.22
1988	7	1	118204.4
1988	7	2	113136.1
1988	7	3	107853.41
1988	7	4	109726.15
1988	7	5	110400.18
1988	7	6	101167.33
1988	7	7	94539.461
1988	7	8	96699.852
1988	7	9	99357.422
1988	7	10	97875.719
1988	7	11	91779.422
1988	7	12	82585.031
1988	7	13	72040.391
1988	7	14	66262.281
1988	7	15	70673.922
1988	7	16	76181.453
1988	7	17	75408.523
1988	7	18	72323.203
1988	7	19	64593.488
1988	7	20	52339.863
1988	7	21	41277.555
1988	7	22	33062.922
1988	7	23	28134.533
1988	7	24	26333.035
1988	7	25	26025.893
1988	7	26	25873.615
1988	7	27	25717.945
1988	7	28	25340.648
1988	7	29	24681.988
1988	7	30	23846.273
1988	7	31	22889.58
1988	8	1	21854.803
1988	8	2	20947.234
1988	8	3	21213.695
1988	8	4	22547.846
1988	8	5	23911.23
1988	8	6	27308.992
1988	8	7	33933.605
1988	8	8	40296.102
1988	8	9	45316.008
1988	8	10	48528.977
1988	8	11	48471.875
1988	8	12	45120.66
1988	8	13	40720.629
1988	8	14	35061.824
1988	8	15	26694.932
1988	8	16	18841.617
1988	8	17	13422.518
1988	8	18	11210.003
1988	8	19	14198.223
1988	8	20	23445.756
1988	8	21	36357.391
1988	8	22	44161.848
1988	8	23	41769.258
1988	8	24	34081.922
1988	8	25	25178.395
1988	8	26	17671.264
1988	8	27	13384.12
1988	8	28	12314.805
1988	8	29	12642.728
1988	8	30	13174.241
1988	8	31	14675.008
1988	9	1	14929.973
1988	9	2	12857.239
1988	9	3	10530.931
1988	9	4	8832.8789
1988	9	5	7494.2109
1988	9	6	6514.5112
1988	9	7	5882.8018
1988	9	8	6936.4507
1988	9	9	12626.321
1988	9	10	21670.635
1988	9	11	31908.939
1988	9	12	37589.227
1988	9	13	33232.777
1988	9	14	24216.186
1988	9	15	16213.246
1988	9	16	10769.418
1988	9	17	8108.5522
1988	9	18	9394.8457
1988	9	19	12630.876
1988	9	20	15165.855
1988	9	21	18303.191
1988	9	22	22268.896
1988	9	23	25963.172
1988	9	24	26371.982
1988	9	25	25261.129
1988	9	26	26140.594
1988	9	27	27536.455
1988	9	28	29042.479
1988	9	29	30182.844
1988	9	30	30720.762
1988	10	1	31385.973
1988	10	2	32270.393
1988	10	3	34184.414
1988	10	4	37405.453
1988	10	5	40065.238
1988	10	6	39337.988
1988	10	7	34530.297
1988	10	8	27632.719
1988	10	9	20990.084
1988	10	10	15918.234
1988	10	11	12339.099
1988	10	12	9816.168
1988	10	13	7990.1279
1988	10	14	6865.5474
1988	10	15	8407.6152
1988	10	16	19855.51
1988	10	17	41097.367
1988	10	18	57781.82
1988	10	19	62778.563
1988	10	20	58337.844
1988	10	21	47695.719
1988	10	22	35316.426
1988	10	23	24792.047
1988	10	24	17891.662
1988	10	25	14456.489
1988	10	26	13838.877
1988	10	27	13707.031
1988	10	28	12362.139
1988	10	29	9999.1016
1988	10	30	7508.6021
1988	10	31	5725.5591
1988	11	1	4565.8252
1988	11	2	4282.5859
1988	11	3	6068.9868
1988	11	4	10670.451
1988	11	5	15951.711
1988	11	6	20983.654
1988	11	7	25928.566
1988	11	8	26825.295
1988	11	9	22988.994
1988	11	10	18489.188
1988	11	11	14878.075
1988	11	12	12382.07
1988	11	13	10326.997
1988	11	14	8033.3198
1988	11	15	6088.8447
1988	11	16	4554.2017
1988	11	17	3360.4756
1988	11	18	2550.1274
1988	11	19	2088.3467
1988	11	20	1817.4684
1988	11	21	1776.8754
1988	11	22	2099.0005
1988	11	23	2594.7222
1988	11	24	3125.0923
1988	11	25	3189.9976
1988	11	26	2680.3052
1988	11	27	2192.5461
1988	11	28	1899.6647
1988	11	29	1743.9596
1988	11	30	1617.026
1988	12	1	1566.8394
1988	12	2	1572.6648
1988	12	3	1489.0079
1988	12	4	1396.5789
1988	12	5	1313.4089
1988	12	6	1227.5682
1988	12	7	1162.5801
1988	12	8	1128.4004
1988	12	9	1126.1174
1988	12	10	1131.6249
1988	12	11	1149.002
1988	12	12	1163.8232
1988	12	13	1354.2235
1988	12	14	2028.4756
1988	12	15	2424.0569
1988	12	16	2105.5447
1988	12	17	1679.0601
1988	12	18	1335.8282
1988	12	19	1126.8779
1988	12	20	1030.6691
1988	12	21	998.6283
1988	12	22	989.6629
1988	12	23	994.4328
1988	12	24	1010.5328
1988	12	25	1020.3359
1988	12	26	1035.368
1988	12	27	1026.1155
1988	12	28	982.40027
1988	12	29	934.16626
1988	12	30	901.21484
1988	12	31	882.98828
1989	1	1	875.07458
1989	1	2	872.22125
1989	1	3	871.92535
1989	1	4	882.39746
1989	1	5	913.2168
1989	1	6	954.9563
1989	1	7	981.81232
1989	1	8	966.63116
1989	1	9	913.16754
1989	1	10	866.06805
1989	1	11	841.02759
1989	1	12	823.72931
1989	1	13	814.00751
1989	1	14	809.28137
1989	1	15	805.80066
1989	1	16	805.11304
1989	1	17	881.74817
1989	1	18	1456.903
1989	1	19	2754.8196
1989	1	20	3652.2092
1989	1	21	3182.115
1989	1	22	2241.9729
1989	1	23	1615.3756
1989	1	24	1291.0404
1989	1	25	1199.3062
1989	1	26	1112.9492
1989	1	27	1022.9141
1989	1	28	964.81299
1989	1	29	908.21533
1989	1	30	975.75171
1989	1	31	2100.6377
1989	2	1	4437.6255
1989	2	2	4790.0352
1989	2	3	3371.8416
1989	2	4	2471.2124
1989	2	5	1930.7236
1989	2	6	1888.3889
1989	2	7	1737.9049
1989	2	8	1443.0151
1989	2	9	1227.6443
1989	2	10	1066.2769
1989	2	11	946.5791
1989	2	12	835.90381
1989	2	13	819.58704
1989	2	14	816.50226
1989	2	15	812.01923
1989	2	16	800.25793
1989	2	17	785.92987
1989	2	18	782.90234
1989	2	19	782.1731
1989	2	20	781.83496
1989	2	21	781.51837
1989	2	22	781.31122
1989	2	23	783.85815
1989	2	24	832.67883
1989	2	25	1038.1123
1989	2	26	1168.208
1989	2	27	1082.1381
1989	2	28	978.92236
1989	3	1	902.755
1989	3	2	871.06049
1989	3	3	846.61267
1989	3	4	820.83826
1989	3	5	808.37634
1989	3	6	802.44177
1989	3	7	891.82776
1989	3	8	1202.236
1989	3	9	1388.7109
1989	3	10	1300.74
1989	3	11	1413.1801
1989	3	12	2120.292
1989	3	13	2812.2339
1989	3	14	3280.4822
1989	3	15	3716.6062
1989	3	16	3812.1636
1989	3	17	3672.1267
1989	3	18	3172.2124
1989	3	19	2562.4492
1989	3	20	2087.8989
1989	3	21	1695.9581
1989	3	22	1578.1764
1989	3	23	2027.5717
1989	3	24	2684.2383
1989	3	25	2935.4578
1989	3	26	3026.6589
1989	3	27	3650.7891
1989	3	28	4950.6694
1989	3	29	6183.4067
1989	3	30	6799.5298
1989	3	31	6772.498
1989	4	1	6702.6099
1989	4	2	7181.1704
1989	4	3	7022.6177
1989	4	4	6002.5171
1989	4	5	4920.3599
1989	4	6	4329.8638
1989	4	7	4725.0508
1989	4	8	5803.8281
1989	4	9	6782.8359
1989	4	10	7154.043
1989	4	11	7874.8154
1989	4	12	9395.7129
1989	4	13	11063.271
1989	4	14	12530.554
1989	4	15	14494.349
1989	4	16	16749.309
1989	4	17	19695.227
1989	4	18	23167.58
1989	4	19	26115.783
1989	4	20	28458.795
1989	4	21	30277.021
1989	4	22	32130.182
1989	4	23	33908.457
1989	4	24	35483.691
1989	4	25	36774.699
1989	4	26	37659.801
1989	4	27	38423.367
1989	4	28	39709.879
1989	4	29	41127.676
1989	4	30	43785.855
1989	5	1	49009.207
1989	5	2	56276.18
1989	5	3	65263.336
1989	5	4	74324.141
1989	5	5	80124.922
1989	5	6	83484.07
1989	5	7	88859.336
1989	5	8	95858.711
1989	5	9	102608.55
1989	5	10	109232.91
1989	5	11	117132.77
1989	5	12	125933.33
1989	5	13	127516.17
1989	5	14	122363.65
1989	5	15	116040.98
1989	5	16	108006.92
1989	5	17	100593.58
1989	5	18	97025.445
1989	5	19	99338.539
1989	5	20	102105.2
1989	5	21	100448.91
1989	5	22	94276.484
1989	5	23	81029.039
1989	5	24	64490.578
1989	5	25	53540.781
1989	5	26	50174.254
1989	5	27	53146.266
1989	5	28	60371.086
1989	5	29	65042.32
1989	5	30	66601.406
1989	5	31	70337.688
1989	6	1	76863.156
1989	6	2	87176.852
1989	6	3	101489.01
1989	6	4	118227.39
1989	6	5	137338.16
1989	6	6	156695.28
1989	6	7	172819.58
1989	6	8	184248.39
1989	6	9	191350.3
1989	6	10	194866.61
1989	6	11	194323.53
1989	6	12	189622.53
1989	6	13	184162.97
1989	6	14	180314.55
1989	6	15	177751.13
1989	6	16	178823.69
1989	6	17	181751.88
1989	6	18	179128.39
1989	6	19	169639.91
1989	6	20	158598.03
1989	6	21	150335.19
1989	6	22	141463.06
1989	6	23	129709.29
1989	6	24	116034.22
1989	6	25	101947.01
1989	6	26	90197.961
1989	6	27	80788.555
1989	6	28	75445.305
1989	6	29	73550.406
1989	6	30	70624.609
1989	7	1	67655.672
1989	7	2	67478.617
1989	7	3	67576.594
1989	7	4	64783.441
1989	7	5	60706.234
1989	7	6	57980.359
1989	7	7	55086.461
1989	7	8	50762.996
1989	7	9	46578.656
1989	7	10	43407.895
1989	7	11	42140.824
1989	7	12	43276.742
1989	7	13	45798.691
1989	7	14	47179.969
1989	7	15	47610.406
1989	7	16	48756.074
1989	7	17	49989.145
1989	7	18	51292.516
1989	7	19	53479.84
1989	7	20	54911.082
1989	7	21	53022.066
1989	7	22	49188.223
1989	7	23	44802.672
1989	7	24	40084.199
1989	7	25	36408.793
1989	7	26	34616.203
1989	7	27	32199.539
1989	7	28	28323.898
1989	7	29	24671.418
1989	7	30	21732.66
1989	7	31	19822.342
1989	8	1	18456.086
1989	8	2	17386.932
1989	8	3	16927.344
1989	8	4	18719.049
1989	8	5	24571.695
1989	8	6	33172.215
1989	8	7	42519.738
1989	8	8	47061.32
1989	8	9	41919.703
1989	8	10	32578.658
1989	8	11	25254.623
1989	8	12	20546.375
1989	8	13	18157.719
1989	8	14	18001.84
1989	8	15	20352.035
1989	8	16	24278.867
1989	8	17	28695.02
1989	8	18	36867.047
1989	8	19	49170.332
1989	8	20	61733.352
1989	8	21	69904.648
1989	8	22	71985.906
1989	8	23	70960.641
1989	8	24	68767.297
1989	8	25	67109.305
1989	8	26	62835.555
1989	8	27	54412.535
1989	8	28	45927.293
1989	8	29	37762.43
1989	8	30	29919.51
1989	8	31	26182.17
1989	9	1	30616.928
1989	9	2	42840.055
1989	9	3	54085.137
1989	9	4	57282.945
1989	9	5	54756.387
1989	9	6	48931.063
1989	9	7	41739.496
1989	9	8	36241.691
1989	9	9	33064.773
1989	9	10	29443.514
1989	9	11	23999.648
1989	9	12	17831.52
1989	9	13	12354
1989	9	14	8657.1035
1989	9	15	6361.5361
1989	9	16	4933.709
1989	9	17	4124.7397
1989	9	18	3819.1653
1989	9	19	4336.9424
1989	9	20	6598.9414
1989	9	21	9765.8916
1989	9	22	10719.238
1989	9	23	9749.958
1989	9	24	8973.1895
1989	9	25	8029.5093
1989	9	26	6919.103
1989	9	27	5841.1338
1989	9	28	4639.6719
1989	9	29	3605.3872
1989	9	30	2951.2456
1989	10	1	2592.8674
1989	10	2	2447.7295
1989	10	3	2512.3972
1989	10	4	2574.2622
1989	10	5	2577.8318
1989	10	6	2570.2966
1989	10	7	2524.7412
1989	10	8	2503.6218
1989	10	9	2606.5881
1989	10	10	2858.5747
1989	10	11	3551.6724
1989	10	12	6546.689
1989	10	13	14293.979
1989	10	14	25207.236
1989	10	15	33790.309
1989	10	16	36499.859
1989	10	17	33314.324
1989	10	18	26191.443
1989	10	19	18478.914
1989	10	20	12324.371
1989	10	21	8224.7939
1989	10	22	6688.208
1989	10	23	8571.833
1989	10	24	12993.972
1989	10	25	17896.531
1989	10	26	21198.342
1989	10	27	21494.621
1989	10	28	19593.174
1989	10	29	16609.709
1989	10	30	13312.551
1989	10	31	9959.8535
1989	11	1	7151.5869
1989	11	2	5508.7383
1989	11	3	4619.9712
1989	11	4	4371.478
1989	11	5	5256.6714
1989	11	6	6129.3711
1989	11	7	6247.5903
1989	11	8	7245.0176
1989	11	9	8755.7441
1989	11	10	11021.927
1989	11	11	14933.321
1989	11	12	20222.49
1989	11	13	23502.596
1989	11	14	23451.434
1989	11	15	23240.27
1989	11	16	22472.051
1989	11	17	19306.5
1989	11	18	13820.298
1989	11	19	8739.7168
1989	11	20	5864.4053
1989	11	21	4908.2856
1989	11	22	5338.396
1989	11	23	5348.3691
1989	11	24	4442.2163
1989	11	25	3689.7432
1989	11	26	3140.2202
1989	11	27	2728.2083
1989	11	28	2246.7842
1989	11	29	1794.3364
1989	11	30	1568.1511
1989	12	1	1394.3358
1989	12	2	1218.9695
1989	12	3	1103.7589
1989	12	4	1152.4803
1989	12	5	1922.7941
1989	12	6	3532.8621
1989	12	7	4539.3706
1989	12	8	4120.8345
1989	12	9	3335.6575
1989	12	10	3081.2446
1989	12	11	2915.7407
1989	12	12	2452.4893
1989	12	13	1959.9476
1989	12	14	1548.9337
1989	12	15	1276.072
1989	12	16	1118.2358
1989	12	17	1013.1229
1989	12	18	958.97491
1989	12	19	952.09705
1989	12	20	967.47467
1989	12	21	983.31396
1989	12	22	997.84039
1989	12	23	984.85608
1989	12	24	932.09564
1989	12	25	878.08118
1989	12	26	846.73523
1989	12	27	837.09088
1989	12	28	848.41449
1989	12	29	888.20453
1989	12	30	945.52728
1989	12	31	995.75989
1990	1	1	1006.5766
1990	1	2	975.50079
1990	1	3	978.66315
1990	1	4	960.59393
1990	1	5	901.00543
1990	1	6	873.44446
1990	1	7	947.53436
1990	1	8	1705.7294
1990	1	9	3192.2051
1990	1	10	3802.0027
1990	1	11	3670.7441
1990	1	12	3238.4368
1990	1	13	2508.9431
1990	1	14	2165.4731
1990	1	15	1910.5909
1990	1	16	1783.0925
1990	1	17	1568.1903
1990	1	18	1275.0225
1990	1	19	1093.9127
1990	1	20	942.76825
1990	1	21	881.61652
1990	1	22	843.13477
1990	1	23	833.98572
1990	1	24	847.27728
1990	1	25	856.11005
1990	1	26	851.45679
1990	1	27	973.0365
1990	1	28	1032.2448
1990	1	29	939.53351
1990	1	30	884.74915
1990	1	31	834.91205
1990	2	1	809.80664
1990	2	2	800.70465
1990	2	3	803.00366
1990	2	4	892.42279
1990	2	5	1120.696
1990	2	6	1170.5326
1990	2	7	1035.1958
1990	2	8	944.89032
1990	2	9	865.72266
1990	2	10	833.90961
1990	2	11	928.58075
1990	2	12	1516.2557
1990	2	13	2077.189
1990	2	14	1884.1426
1990	2	15	1455.5952
1990	2	16	1159.0032
1990	2	17	993.35052
1990	2	18	951.38422
1990	2	19	919.75354
1990	2	20	882.79419
1990	2	21	859.51636
1990	2	22	838.94794
1990	2	23	808.43091
1990	2	24	788.60168
1990	2	25	788.99548
1990	2	26	808.72247
1990	2	27	854.25055
1990	2	28	882.63367
1990	3	1	880.53534
1990	3	2	873.37134
1990	3	3	869.4248
1990	3	4	877.01569
1990	3	5	878.3468
1990	3	6	875.47137
1990	3	7	887.78705
1990	3	8	972.22266
1990	3	9	1373.782
1990	3	10	1744.8243
1990	3	11	1684.5739
1990	3	12	1658.0006
1990	3	13	1702.7334
1990	3	14	1586.9081
1990	3	15	1422.4158
1990	3	16	1296.3435
1990	3	17	1296.9951
1990	3	18	1414.9325
1990	3	19	1647.6735
1990	3	20	2009.7831
1990	3	21	2557.5984
1990	3	22	3696.1563
1990	3	23	4733.1343
1990	3	24	4890.3267
1990	3	25	4629.2007
1990	3	26	4368.9233
1990	3	27	4390.5605
1990	3	28	4532.2129
1990	3	29	4720.4521
1990	3	30	5251.9707
1990	3	31	6263.5283
1990	4	1	8086.3755
1990	4	2	10606.782
1990	4	3	13239.85
1990	4	4	15910.925
1990	4	5	18591.898
1990	4	6	20953.656
1990	4	7	23593.395
1990	4	8	26908.861
1990	4	9	29496.557
1990	4	10	30465.982
1990	4	11	29873.447
1990	4	12	28386.963
1990	4	13	25662.498
1990	4	14	21759.189
1990	4	15	18671.516
1990	4	16	18037.045
1990	4	17	19687.98
1990	4	18	22694.385
1990	4	19	27110.297
1990	4	20	32513.268
1990	4	21	37741.23
1990	4	22	43526.293
1990	4	23	52013.645
1990	4	24	60656.555
1990	4	25	67447.195
1990	4	26	70295.469
1990	4	27	65483.676
1990	4	28	58667.516
1990	4	29	54265.004
1990	4	30	48577.094
1990	5	1	40393.039
1990	5	2	32871.945
1990	5	3	29525.061
1990	5	4	31679.793
1990	5	5	38069.539
1990	5	6	48489.168
1990	5	7	59361.859
1990	5	8	63553.941
1990	5	9	61804.676
1990	5	10	61077.117
1990	5	11	62325.199
1990	5	12	62032.074
1990	5	13	60297.238
1990	5	14	58623.121
1990	5	15	57650.898
1990	5	16	57410.352
1990	5	17	57425.191
1990	5	18	57741.309
1990	5	19	58747.465
1990	5	20	60015.164
1990	5	21	60731.578
1990	5	22	59789.766
1990	5	23	60895.883
1990	5	24	66740.969
1990	5	25	76709.313
1990	5	26	88048.023
1990	5	27	93716.695
1990	5	28	97323.945
1990	5	29	104629.8
1990	5	30	117317.75
1990	5	31	133893.69
1990	6	1	144029.59
1990	6	2	149748.58
1990	6	3	151960.59
1990	6	4	147781.52
1990	6	5	146972.34
1990	6	6	147311.56
1990	6	7	140518.22
1990	6	8	131367.88
1990	6	9	123272.96
1990	6	10	114430.19
